source_id,source_url,source_document,retrieved_date,row_position,name_verbatim,address_verbatim,city_verbatim,state_verbatim,zip_verbatim,country,source_identifier,naics_verbatim,status_verbatim,status_basis,expiry_date,lat,lon,notes,row_hash,seed_label
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,80766,317714609 - CAVCO INDUSTRIES INC,2655 PROGRESS WAY,WOODBURN,OR,97071,US,110070292464,321991,,none,,45.15769,-122.83375,OSHA-OIS,f9dbac17a3f22d1b,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,55127,"COMMODORE HOMES SYSTEMS, INC",1902 CENTURY DRIVE,GOSHEN,IN,46526,UNITED STATES,110000399097,321991,,none,,41.56301,-85.78843,,fcf9d997194f19c1,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,55222,FAIRMONT HOMES INCORPORATED,502 S OAKLAND,NAPPANEE,IN,46550,USA,110001353026,321991,,none,,41.43844,-85.982154,OSHA-OIS,c0175f629a84c19f,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,71686,"135533 - CAVALIER HOMES, INC.",1001 EASTERN AVENUE,NASHVILLE,NC,27856,US,110070293016,321991,,none,,35.97018,-77.94752,OSHA-OIS,0b74dd8f87e17165,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,72066,"137571 - DELTEC HOMES, INC.",69 BINGHAM ROAD,ASHEVILLE,NC,28806,US,110070347701,321992,,none,,35.60217,-82.58591,OSHA-OIS,d4fd9f34037941de,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,80646,317707621 - MODERN BUILDING SYSTEMS INC,9493 PORTER RD SE,AUMSVILLE,OR,97325,US,110070285031,321991,,none,,44.8224,-122.86342,OSHA-OIS,4f06863c44451d2d,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,81219,317710059 - BLAZER INDUSTRIES INC,945 OLNEY RD,AUMSVILLE,OR,97325,US,110070330030,321991,,none,,44.85026,-122.87475,OSHA-OIS,cca98197888442f2,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,72020,"130183 - PIEDMONT COMPONENTS OF SHELBY, LLC",649 WASHBURN SWITCH ROAD,SHELBY,NC,28150,US,110070341025,321214,,none,,35.31462,-81.60718,OSHA-OIS,e87d6815ad3211bf,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,71705,134524 - TRUSS BUILDERS INC.,14401 CHAPEL HILL ROAD,MORRISVILLE,NC,27560,US,110070295760,321214,,none,,,,OSHA-OIS,9528d7b42d96a413,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,71761,"137651 - BLUE RIDGE BUILDING COMPONENTS, INC.",208 JUSTICE HILLS DRIVE,DANA,NC,28724,US,110070311956,321214,,none,,,,OSHA-OIS,642b3641154b4fb4,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,59166,58468 - BLUEGRASS TRUSS COMPANY,250 LIMA DR,LEXINGTON,KY,40511,US,110070291139,321214,,none,,38.07418,-84.51455,OSHA-OIS,aef400adbf225518,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,81336,317712538 - ROGUE TRUSS SYSTEMS INC,1741 DOWELL RD,GRANTS PASS,OR,97527,US,110070337062,321214,,none,,42.41914,-123.36687,OSHA-OIS,9a77787233ee0250,IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,4414,"TUFF SHED, INC.",3649 PINE LANE SE,BESSEMER,AL,35022,US,110070297395,321992,,none,,33.34215,-86.90457,OSHA-OIS,162195639ae84cdc,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,12067,TUFF SHED  INC,"5925 REDWOOD DR, SUITE A",ROHNERT PARK,CA,94928-2076,UNITED STATES,110038005789,321992,,none,,38.351971,-122.715629,,1e419b412743ebab,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,12113,"TUFF SHED, INC",410 SO ABBOTT AVENUE,MILPITAS,CA,95035-5257,UNITED STATES,110038084630,321992,,none,,37.425,-121.91517,,bae21cc1d8b9df24,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,12986,TUFF SHED INC,1281 N SUNSHINE WAY,ANAHEIM,CA,92806,U.S.A.,110065184320,321992,,none,,33.85178,-117.87829,,15e90b14ac326516,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,14228,TUFF SHED,2124 MISSION RD,ESCONDIDO,CA,92029,US,110070313785,321992,,none,,,,OSHA-OIS,025b26c8e0519541,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,14706,TUFF SHED INC.,410 S ABBOTT AVE,MILPITAS,CA,95035,US,110070339691,321992,,none,,,,OSHA-OIS,bf18891ab2aa1bef,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,18444,TUFF SHED  INC,931 CADILLAC COURT,MILPITAS,CA,95035,UNITED STATES,110071760907,321992,,none,,37.443371,-121.918393,,06449fbb4211d9c0,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,65829,93463 - TUFF SHED INC,8687 COUNTY ROAD 101,SAVAGE,MN,55378,US,110070333767,321992,,none,,,,OSHA-OIS,2edcee1ed87eb34b,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,74321,TUFF SHEDS,300 CONSTITUTION AVESUITE 200,PORTSMOUTH,NH,03801,US,110070312909,321992,,none,,43.03773,-70.792762,OSHA-OIS,560ad0f0daa58ae9,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,76312,"TUFF SHED, INC.",7055 WINDY STREETSUITE A,LAS VEGAS,NV,89119,US,110070332497,321992,,none,,36.06058,-115.17683,OSHA-OIS,1bd13323f4e82325,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,76335,"TUFF SHED, INC.",1050 MATLEY LANE,RENO,NV,89502,US,110070346338,321992,,none,,39.51494,-119.78069,OSHA-OIS,f6d74d97c28ae3f5,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,80949,TUFF SHED INC,6500 NE HALSEY ST STE A,PORTLAND,OR,97213,US,110070314463,321992,,none,,45.53366,-122.59566,OSHA-OIS,28be628b9b2fb52f,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,92866,TUFF SHEDS,6012 ZANGS ST.,SAN ANTONIO,TX,78238,US,110070309118,321992,,none,,29.48001,-98.60424,OSHA-OIS,b2bdf4cbd0976b9a,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,84187,ICON LEGACY HOME PARKING EXPANSION,246 SAND HILL ROAD,"SELINSGROVE, BOROUGH OF",PA,17870,US,110070285476,321991,,none,,40.790767,-76.874528,OSHA-OIS,436d7e48ddea7762,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,7463,MODULAR CLASSROOM EXPANSION,1820 PRIER DRIVE,MARION,AL,36756,USA,110071925524,236220,,none,,32.609364,-87.335321,,9f4c91f57deabd74,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,43212,SAIL MODULAR BUILDING ADDITION,4575 BLANCHARD WOODS DRIVE,EVANS,GA,30809,USA,110071958520,236220,,none,,33.55375,-82.167488,,53d185d80d9c7841,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,50270,SITE WORK FOR MODULAR BUILDING AT EDRE LOT,SITE WORK FOR MODULAR BUILDING AT EDRE LOT,FORT STEWART,GA,00000,USA,110072193425,236220,,none,,,,,452bd30ad408589a,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,3633,SCHULTE BUILDING ADDITION,3387 DAVEY ALLISON BLVD.,HUEYTOWN,AL,35023,US,110069995639,332311,,none,,33.438919,-86.974349,OSHA-OIS,ba2d0be7f21b6b83,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,85745,ROLLING RIDGE METALS EXPANSION,357 KINSMAN RD,GREENVILLE,PA,16125,US,110071823632,332311,,none,,41.42032,-80.47266,,5626cc91a727e2a2,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,14157,"ORANGE COUNTY ERECTORS, INC.",3480 E. GUASTI RD.,ONTARIO,CA,91761,US,110070308224,332311,,none,,,,OSHA-OIS,7410d6440450ab21,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,33233,CHEROKEE METAL BUILDING ERECTORS,2444 AUSTELL RD NW,MARIETTA,GA,30008,US,110070283659,332311,,none,,33.89396,-84.57714,OSHA-OIS,0bd88f939b616fd8,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,59903,H B RENTALS LC,5801 HWY 90 E,BROUSSARD,LA,70518,UNITED STATES,110033654310,332311,,none,,30.110267,-91.942633,,83ae5990d16ef704,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,59982,HB RENTALS LC,5813 HWY 90 E,BROUSSARD,LA,70518,UNITED STATES,110043633805,332311,,none,,30.10928,-91.94252,OSHA-OIS,b06d0782591c4e7d,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,70574,"PANEL EQUIPMENT SALES, INC",STATE ROAD 1306,SPRING HOPE,NC,27882,UNITED STATES,110007376892,321213,,none,,,,,706abd2fff74e37c,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,608,REGENCY SUPPLY CO INC,1306 INDUSTRIAL BOULEVARD,BOAZ,AL,35957-1040,UNITED STATES,110002105418,321991,,none,,34.229681,-86.183346,,8bc27466561b8a5b,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,76711,FOUR B`S REALTY,300 MICHAEL DR,SYOSSET,NY,11791,UNITED STATES,110009463357,332311,,none,,40.80282,-73.51607,,e83089e0ea34b281,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,64228,LEROY SIGNS INC,6325 WELCOME AVE N,MINNEAPOLIS,MN,55429-2091,UNITED STATES,110003795741,321992,,none,,45.07094,-93.35165,,835e4efd0ce3641e,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,12620,CREATIVE DISPLAY PANELS,996 LAWRENCE DR STE 310,NEWBURY PARK,CA,91320,US,110057037157,332312,,none,,34.19247,-118.92811,,4748ef78df5aa631,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,17239,OLD HICKORY SHEDS,6470 COUNTY ROAD 27,ORLAND,CA,95963,UNITED STATES,110071201247,321992,,none,,,,,f06010a53114a3f2,NOT-IC
epa_frs,https://ordsext.epa.gov/FLA/www3/state_files/national_combined.zip,NATIONAL_FACILITY_FILE.CSV,2026-09-16,21015,"THE SHED YARD, LLC",2108 VICTOR PLACE,COLORADO SPRINGS,CO,80905,US,110070283578,321992,,none,,38.86263,-104.72245,OSHA-OIS,72e3d43bf070c59b,NOT-IC
